0.406,-2.349994787843544
0.413,-2.070369375982609
0.42,-1.7907439641216718
0.426,-1.55106503966944
0.429,-1.431225577443324
0.432,-1.3113861152172082
0.438,-1.0717071907649762
0.442,-0.911921241130155
0.447,-0.7121888040866284
0.451,-0.5524028544518073
0.455,-0.39261690481698597
0.459,-0.23283095518216473
0.463,-0.0730450055473435
0.467,0.08674094408747775
0.467,0.08674094408747775
0.47,0.20658040631359145
0.472,0.28647338113100207
0.473,0.3264198685397074
0.474,0.3663663559484127
0.478,0.5261523055832339
0.481,0.6459917678093499
0.481,0.6459917678093499
0.481,0.6459917678093499
0.481,0.6459917678093499
0.483,0.7258847426267605
0.483,0.7258847426267605
0.482,0.6859382552180552
0.482,0.6859382552180552
0.484,0.7658312300354658
0.487,0.8856706922615818
0.489,0.9655636670789923
0.491,1.045456641896403
0.492,1.0854031293051083
0.494,1.165296104122519
0.496,1.2451890789399296